index,Formula,sim_cell,PBE_LC,PBE_bgType,PBE_bg_eV,PBE_dbg_eV,PBE_FormE_eV,PBE_DecoE_eV,dielc,PV_FOM,SLME_5um,SLME_100um,HSE_LC,HSE_bgType,HSE_bg_eV,HSE_dbg_eV,HSE_FormE_eV,HSE_DecoE_eV
291,RbCa0.125Ba0.875Br3,2x2x2,6.26518,Direct,3.674,3.6747,-9.67508,0.50567,2.8454,3.6721,0.000805793,0.00626518,6.26518,Direct,4.8001,4.8001,-10.5638,0.554932
292,RbSn0.125Pb0.875Br3,2x2x2,5.95514,Direct,1.527,1.5279,-6.27687,0.0447542,5.1377,5.27787,0.178453,0.312221,6.01148,Direct,2.3197,2.3197,-6.78786,0.0646414
293,RbSr0.875Ge0.125Cl3,2x2x2,5.65751,Indirect,3.963,4.2088,-10.6048,0.1432,2.8151,3.82751,0.0,0.0,5.63935,Indirect,4.867,5.0633,-11.1357,0.201809
294,RbCa0.875Sr0.125Cl3,2x2x2,5.46362,Direct,4.874,4.8745,-11.23,-0.0747616,2.8153,3.14714,0.0,0.0,5.46362,Direct,6.1855,6.1855,-11.8281,-0.069344
295,RbGe0.875Pb0.125Cl3,2x2x2,5.34888,Direct,1.092,1.0926,-6.61146,-0.243711,6.33603,5.34414,0.181505,0.317518,5.41698,Direct,1.9714,1.9715,-6.62547,0.0207781
296,CsSr0.25Ba0.25Ge0.25Sn0.125Pb0.125I3,2x2x2,6.41321,Direct,2.613,2.6133,-6.32702,0.156107,4.36313,4.99094,0.0564347,0.103315,6.31492,Direct,2.9839,2.9839,-6.92387,0.168628
297,CsSr0.25Ba0.75I3,2x2x2,6.70563,Direct,3.476,3.4761,-8.25249,0.224511,3.2998,4.02377,0.00283584,0.0138302,6.70563,Direct,4.4297,4.4297,-9.13231,0.252686
298,CsCa0.25Sr0.5Ge0.125Pb0.125Br3,2x2x2,5.92443,Direct,3.59,3.5905,-9.04079,-0.0735431,3.4128,4.33042,0.00594266,0.00918483,5.89134,Direct,4.3487,4.3487,-9.80456,-0.0808104
299,CsSr0.25Ge0.75Cl3,2x2x2,5.45033,Direct,1.864,1.8649,-7.84537,1.38463,4.6017,5.08995,0.169058,0.253674,5.44021,Direct,2.6047,2.6048,-8.03277,1.62223
300,CsSr0.125Ba0.625Ge0.125Sn0.125Cl3,2x2x2,5.8928,Direct,3.384,3.3848,-10.1625,1.8791,2.96813,4.14064,0.00455153,0.0177586,5.86624,Direct,4.1126,4.1126,-10.651,2.01154
301,CsSr0.125Sn0.875I3,2x2x2,6.30898,Direct,0.795,0.7958,-5.19976,-0.103138,9.1508,5.44863,0.187601,0.247152,6.36967,Direct,1.3911,1.3911,-5.57389,-0.0663932
302,CsCa0.875Pb0.125Br3,2x2x2,5.80224,Direct,4.253,4.2539,-9.56215,-0.201647,3.3636,3.8432,0.0,0.0,5.78192,Direct,5.0758,5.0758,-10.3902,-0.222672
303,CsGe0.5Sn0.5Br3,2x2x2,5.73622,Direct,0.67,0.6704,-5.96637,-0.281867,9.9111,5.47432,0.135929,0.209938,5.83046,Direct,1.4924,1.4924,-6.23224,-0.207245
304,CsGe0.125Sn0.875Cl3,2x2x2,5.5851,Direct,0.94,0.9401,-7.22342,1.34171,6.2272,5.31203,0.166354,0.298968,5.65202,Direct,1.7891,1.7891,-7.28808,1.50692
305,CsGe0.125Pb0.875Cl3,2x2x2,5.67964,Direct,2.015,2.0158,-7.55278,1.42447,4.2405,5.03888,0.112228,0.222465,5.72534,Direct,2.9044,2.9045,-7.81026,1.55349
306,KCa0.125Ge0.875I3,2x2x2,5.97672,Direct,0.836,0.8363,-4.1885,2.8265,11.1996,5.55605,0.210735,0.255986,6.05128,Direct,1.4589,1.4589,-4.45031,2.87594
307,FACa0.125Sr0.375Ba0.125Sn0.125Pb0.25I3,2x2x2,6.55336,Indirect,2.852,2.8581,-6.91311,-0.398734,4.0301,4.88155,0.0404008,0.062232,6.48556,Direct,3.3981,3.3981,-7.73613,-0.428627
308,FACa0.25Sr0.125Ba0.125Ge0.375Pb0.125Br3,2x2x2,6.14904,Indirect,3.224,3.2258,-7.72521,-0.639957,3.54653,4.5626,0.0138195,0.0265154,6.0971,Direct,3.8608,3.8608,-8.424,-0.627748
309,FACa0.125Pb0.875I3,2x2x2,6.51548,Indirect,1.996,1.9993,-5.41475,-0.420003,5.1476,5.29118,0.171235,0.225631,6.55163,Direct,3.0251,3.0251,-6.03993,-0.394926
310,MABa0.125Sn0.875I3,2x2x2,6.42785,Direct,1.111,1.1118,-5.14169,-0.0840685,6.63777,5.36998,0.231525,0.32358,6.55503,Indirect,2.5825,2.6489,-5.58456,0.42544
311,MABa0.5Ge0.5Br3,2x2x2,6.03316,Direct,3.384,3.3848,-7.70955,0.083448,3.764,4.69811,0.0139526,0.0177586,5.9507,Direct,4.0873,4.0874,-8.42212,0.117876
312,MASr0.5Pb0.5Cl3,2x2x2,5.79011,Indirect,4.368,4.3684,-9.47915,-0.0621479,3.12023,3.62955,0.0,0.0,5.7336,Direct,5.3125,5.3125,-10.0841,-0.0690927
313,MASr0.125Pb0.875Cl3,2x2x2,5.78175,Direct,2.641,2.6415,-8.06722,-0.144969,3.7001,4.81616,0.0524713,0.0981933,5.77792,Direct,3.9631,3.9631,-8.52039,-0.114136
314,FABa0.125Ge0.625Sn0.25Cl3,2x2x2,6.00152,Direct,2.924,2.9247,-7.3323,-1.0938,3.31083,4.63546,0.0332857,0.0546176,6.04706,Indirect,4.2976,4.333,-7.67605,-1.06105
315,FACa0.5Sn0.5Cl3,2x2x2,5.90148,Indirect,3.794,3.842,-9.07488,-0.879378,3.17337,4.20223,0.000971638,0.00173751,5.86468,Direct,4.7611,4.7611,-9.55343,-0.898426
316,FASr0.875Pb0.125I3,2x2x2,6.55708,Indirect,3.155,3.2733,-7.81941,-0.469663,3.6485,4.50766,0.0145864,0.0230821,6.53091,Direct,4.1955,4.1955,-8.73822,-0.495718
317,FACa0.5Sr0.5Cl3,2x2x2,5.86187,Direct,4.465,4.4654,-11.1058,-0.681778,2.82373,3.29056,0.0,0.0,5.84076,Direct,6.1249,6.1249,-11.8277,-0.702667
318,FASr0.875Sn0.125Br3,2x2x2,6.15028,Indirect,3.563,3.5705,-9.46236,-0.614482,3.2272,4.21532,0.00609647,0.00991534,6.12008,Direct,4.3582,4.3582,-10.3933,-0.637066
319,FACa0.25Sr0.125Sn0.375Pb0.25Cl3,2x2x2,5.9415,Direct,2.458,2.4587,-8.69765,-0.873025,3.38083,4.65399,0.0724062,0.13245,5.93802,Direct,3.5589,3.5589,-9.17223,-0.894734
320,FASr0.5Ba0.5Cl3,2x2x2,5.99333,Indirect,4.312,4.3305,-11.2633,-0.595336,2.81223,3.32515,0.0,0.0,5.94549,Direct,6.2361,6.2361,-12.2567,-0.846669
321,FABa0.5Sn0.375Pb0.125Cl3,2x2x2,5.94555,Direct,3.641,3.6418,-9.36808,-0.869705,3.28623,4.3345,0.00375516,0.00734246,5.87945,Direct,4.3813,4.3813,-9.88494,-0.863693
322,FASr0.125Ba0.125Ge0.125Sn0.25Pb0.375Cl3,2x2x2,6.00205,Indirect,2.459,2.4615,-8.20237,-0.870625,3.3701,4.65258,0.0582367,0.131451,5.93504,Indirect,4.2032,4.2108,-8.80257,-1.02632
323,FACa0.5Ge0.5Br3,2x2x2,6.06969,Indirect,3.365,3.3719,-7.55934,-0.714343,3.61067,4.62335,0.0134082,0.0185398,6.03531,Direct,4.2431,4.2431,-8.22638,-0.721382
324,MACa0.125Pb0.875I3,2x2x2,6.42094,Direct,1.904,1.9042,-5.41516,0.048593,5.27467,5.3238,0.176636,0.246236,,,,,,
325,MASr0.125Pb0.875I3,2x2x2,6.44544,Direct,1.941,1.941,-5.45043,0.0388233,5.18703,5.30927,0.172981,0.237883,,,,,,
326,MAGe0.125Pb0.875I3,2x2x2,6.41652,Direct,1.699,1.6997,-4.94545,0.0343044,5.67,5.39032,0.200113,0.285253,,,,,,
327,MASn0.125Pb0.875I3,2x2x2,6.42706,Direct,1.554,1.5546,-5.02421,0.0104185,5.7356,5.39687,0.197788,0.307986,,,,,,
328,MACa0.125Pb0.875Br3,2x2x2,6.04051,Direct,2.144,2.1448,-6.9427,-0.1332,4.31863,5.09823,0.111259,0.195417,,,,,,
329,MASr0.125Pb0.875Br3,2x2x2,6.06284,Direct,2.174,2.1741,-6.97637,-0.127622,4.2724,5.09014,0.109921,0.189364,,,,,,
330,MAGe0.125Pb0.875Br3,2x2x2,6.05947,Direct,2.077,2.077,-6.41479,-0.155544,4.44187,5.15173,0.117315,0.208945,,,,,,
331,MASn0.125Pb0.875Br3,2x2x2,6.06151,Direct,1.8,1.8001,-6.49778,-0.161151,4.61957,5.20048,0.140133,0.267675,,,,,,
332,MACa0.125Pb0.875Cl3,2x2x2,5.74237,Direct,2.684,2.6844,-8.04026,-0.152256,3.7144,4.77578,0.0442513,0.0899463,,,,,,
333,MABa0.125Pb0.875Cl3,2x2x2,5.79901,Direct,2.742,2.7419,-8.05728,-0.108279,3.65453,4.7613,0.0412217,0.0805854,,,,,,
334,MAGe0.125Pb0.875Cl3,2x2x2,5.74177,Direct,2.394,2.3942,-7.44669,-0.171441,3.95523,4.92499,0.0763995,0.144401,,,,,,
335,MASn0.125Pb0.875Cl3,2x2x2,5.76482,Direct,2.209,2.2092,-7.54857,-0.183445,3.9412,4.93078,0.0822265,0.182207,,,,,,
336,MACa0.125Pb0.875Br1.5Cl1.5,2x2x2,5.90311,Direct,2.429,2.4298,-7.48057,-0.131815,3.9376,4.91258,0.0683491,0.138132,,,,,,
337,MASr0.125Pb0.875Br1.5Cl1.5,2x2x2,5.92932,Direct,2.468,2.4682,-7.51247,-0.126974,3.89067,4.901,0.0661547,0.130693,,,,,,
338,MABa0.125Pb0.875Br1.5Cl1.5,2x2x2,5.96188,Direct,2.496,2.4966,-7.5094,-0.0965292,3.85567,4.88962,0.0641017,0.124983,,,,,,
339,MAGe0.125Pb0.875Br1.5Cl1.5,2x2x2,5.90491,Direct,2.179,2.1799,-6.93032,-0.163068,4.1396,5.01647,0.0905343,0.187707,,,,,,
340,MASn0.125Pb0.875Br1.5Cl1.5,2x2x2,5.91251,Direct,1.978,1.9781,-7.01314,-0.162265,4.24223,5.0603,0.111033,0.230044,,,,,,
341,CsCaI0.75Br2.25,2x2x2,5.89493,Direct,4.025,4.0256,-9.44944,-0.0979425,3.38763,3.58856,1.16105e-05,7.82207e-05,,,,,,
342,CsSnI1.875Br1.125,2x2x2,6.17073,Direct,0.547,0.547,-5.30539,-0.156389,9.1144,5.4456,0.109245,0.15665,,,,,,
343,CsPbI0.75Br2.25,2x2x2,5.99106,Direct,1.619,1.619,-6.10721,0.0197905,5.12543,5.28821,0.166201,0.297172,6.19722,Indirect,3.4171,3.4685,-6.60829,0.0692086
344,CsSrI2.25Br0.75,2x2x2,6.09739,Direct,3.603,3.603,-8.29756,0.434439,3.3391,3.81515,0.00134275,0.0088561,,,,,,
345,CsPbBr2.625Cl0.375,2x2x2,6.36741,Direct,1.78,1.78,-6.39339,0.386736,4.67137,5.17469,0.136218,0.271341,,,,,,
346,CsGeBr1.5Cl1.5,2x2x2,5.95668,Direct,1.615,1.615,-5.59097,1.06453,4.7033,5.14478,0.159009,0.297525,,,,,,
347,CsSrI0.75Br2.25,2x2x2,5.97208,Direct,3.846,3.846,-9.44386,0.194139,3.13437,3.56407,0.000188726,0.0016759,,,,,,
348,CsCaBr0.75Cl2.25,2x2x2,5.65469,Direct,4.927,4.927,-8.67209,3.40066,3.04013,3.22761,0.0,0.0,,,,,,
349,CsBaBr1.125Cl1.875,2x2x2,6.14363,Direct,4.187,4.187,-8.86523,3.33165,2.7527,3.29536,0.0,3.995e-08,,,,,,
350,CsSnI0.75Br2.25,2x2x2,5.65723,Direct,0.501,0.501,-7.77813,-2.12213,8.89743,5.42716,0.0904299,0.136246,,,,,,
351,CsCaI1.125Br1.875,2x2x2,5.55199,Direct,3.705,3.705,-11.6419,-2.5032,3.43497,3.71168,0.000716888,0.00544013,,,,,,
352,CsSnBr0.375Cl2.625,2x2x2,6.15887,Direct,0.905,0.905,-8.71816,-0.395789,5.72887,5.28102,0.150504,0.28614,5.84261,Indirect,4.2423,4.2704,-7.31845,1.2403
353,CsPbI0.375Br2.625,2x2x2,6.04433,Direct,1.688,1.6886,-6.40111,-0.115109,4.93613,5.24806,0.153281,0.287163,,,,,,
354,CsSnBr1.875Cl1.125,2x2x2,5.79508,Direct,0.681,0.6811,-6.62159,0.370284,6.88583,5.34211,0.124598,0.21578,,,,,,
355,CsSrBr2.625Cl0.375,2x2x2,5.98602,Direct,4.193,4.1936,-10.2838,0.184863,2.995,3.36051,0.0,0.0,,,,,,
356,MASrBr1.125Cl1.875,2x2x2,5.91937,Direct,4.731,4.7317,-10.8753,0.0205863,2.82083,3.18364,0.0,0.0,,,,,,
357,RbGeBr1.5Cl1.5,2x2x2,5.43664,Direct,0.767,0.7671,-5.94413,-0.18063,7.64657,5.41439,0.14732,0.241881,,,,,,
358,FAGeBr1.875Cl1.125,2x2x2,6.16604,Indirect,2.975,2.9938,-6.0177,-1.09583,3.40633,4.62486,0.0247674,0.0464645,6.20306,Indirect,4.1846,4.2885,-6.42529,-1.12904
359,RbSrBr1.5Cl1.5,2x2x2,5.86394,Direct,4.089,4.0901,-10.4912,0.218267,2.79193,3.31953,7.80603e-07,9.51015e-06,5.85146,Direct,5.2789,5.2794,-11.2314,0.233585
360,KCaI1.875Br1.125,2x2x2,6.02439,Direct,3.259,3.2592,-8.21424,1.92326,3.459,3.99673,0.00383329,0.0248899,6.02439,Direct,4.242,4.242,-9.03442,1.93808
361,FAGeI2.25Br0.75,2x2x2,6.4605,Direct,1.933,1.9339,-4.55564,-0.648138,4.45937,5.10231,0.141921,0.239716,6.58069,Direct,3.2422,3.2422,-4.9508,-0.723301
362,RbSnBr1.875Cl1.125,2x2x2,5.76451,Direct,0.621,0.6212,-6.35062,-0.0444929,7.19063,5.35186,0.112228,0.185774,,,,,,
363,FAGeBr2.25Cl0.75,2x2x2,6.20769,Direct,2.986,2.9864,-5.88674,-1.05749,3.43943,4.65639,0.0265897,0.0477043,,,,,,
364,MACaI2.25Br0.75,2x2x2,6.21091,Direct,3.663,3.6635,-8.33082,0.102679,3.53277,3.95267,0.0012894,0.0065938,,,,,,
365,RbPbI1.5Br1.5,2x2x2,6.17867,Direct,1.526,1.5266,-5.50276,1.34424,5.42123,5.35147,0.186389,0.312221,,,,,,
366,RbPbI2.625Br0.375,2x2x2,6.32106,Direct,1.449,1.4495,-4.96967,2.22908,5.89247,5.42143,0.199431,0.321096,,,,,,
367,FAGeBr2.625Cl0.375,2x2x2,6.23046,Direct,2.907,2.9078,-5.75123,-1.0146,3.50237,4.69774,0.0313696,0.0571866,,,,,,
368,RbGeI0.375Br2.625,2x2x2,5.62326,Direct,0.608,0.6088,-5.22317,0.214579,9.3883,5.50856,0.122649,0.179883,,,,,,
369,MAGeI0.375Br2.625,2x2x2,6.06347,Direct,1.977,1.9773,-5.39875,-0.224751,4.25483,5.06317,0.125919,0.230718,,,,,,
370,FAPbI2.625Br0.375,2x2x2,6.59993,Indirect,2.081,2.1097,-5.24279,-0.475541,4.695,5.22301,0.137761,0.199099,,,,,,
371,KGeBr2.25Cl0.75,2x2x2,5.47769,Direct,0.617,0.6175,-5.49471,0.65104,8.72583,5.46003,0.119612,0.184287,,,,,,
372,KSrI1.875Br1.125,2x2x2,6.2846,Direct,3.184,3.184,-8.33715,2.0456,3.18913,3.9931,0.00478431,0.0288004,6.2846,Direct,4.1602,4.1602,-9.1916,2.07465
373,RbCaBr2.625Cl0.375,2x2x2,5.7163,Direct,4.07,4.0706,-9.91849,-0.0321141,3.1068,3.4356,2.28319e-06,2.18401e-05,,,,,,
374,KSnBr0.375Cl2.625,2x2x2,5.60515,Direct,0.791,0.7914,-6.67391,2.31022,5.97337,5.30543,0.135268,0.24678,,,,,,
375,MASnI2.25Br0.75,2x2x2,6.37074,Direct,1.088,1.0885,-5.04355,-0.130551,6.17353,5.37587,0.20838,0.316377,6.63264,Direct,3.1778,3.1784,-5.43586,0.264136
376,KPbBr0.75Cl2.25,2x2x2,5.74909,Direct,1.966,1.9663,-6.87708,2.13417,4.08717,5.02794,0.109767,0.232612,,,,,,
377,RbSrI2.625Br0.375,2x2x2,6.4127,Direct,3.268,3.2687,-8.143,2.22925,3.3068,3.99913,0.00434095,0.0243861,,,,,,
379,KGeI1.875Br1.125,2x2x2,5.80418,Direct,0.445,0.4451,-4.24937,1.81738,12.7987,5.58056,0.0839922,0.106127,,,,,,
380,RbPbI0.75Br2.25,2x2x2,6.07316,Direct,1.588,1.5888,-5.8885,0.724001,5.079,5.29088,0.168638,0.302185,6.04317,Indirect,3.3944,3.5311,-6.43562,0.719383
381,KPbI1.125Br1.875,2x2x2,6.11437,Direct,1.479,1.4797,-5.45193,1.33782,5.26863,5.32322,0.178497,0.317036,,,,,,
382,MACaBr0.75Cl2.25,2x2x2,5.662,Direct,4.85,4.8501,-10.7989,-0.0156929,2.96873,3.22423,0.0,0.0,,,,,,
383,MABaBr0.375Cl2.625,2x2x2,6.10331,Indirect,4.615,4.6158,-11.245,0.208895,2.69493,3.16691,0.0,0.0,6.07326,Indirect,5.9017,5.9031,-12.0628,0.222244
384,RbBaBr1.875Cl1.125,2x2x2,6.23536,Direct,3.802,3.8023,-10.1587,0.599686,2.71453,3.54553,0.00027683,0.00257751,,,,,,
385,KGeBr0.375Cl2.625,2x2x2,5.30063,Direct,0.791,0.791,-6.19648,2.08115,6.9194,5.36456,0.140833,0.24678,,,,,,
386,CsSnI2.625Br0.375,2x2x2,6.23427,Direct,0.468,0.4687,-4.95593,-0.144933,10.7316,5.49823,0.0860771,0.118412,6.49774,Indirect,3.2733,3.2768,-5.17495,-0.0111981
387,KSrBr2.25Cl0.75,2x2x2,5.92359,Direct,3.783,3.7835,-9.91288,1.06387,2.8247,3.5406,0.000297275,0.00306105,,,,,,
388,CsSrI1.5Br1.5,2x2x2,6.25966,Direct,3.701,3.7012,-9.11942,0.0655772,3.23827,3.69931,0.00070919,0.00562556,,,,,,
389,KGeI0.375Br2.625,2x2x2,5.59717,Direct,0.54,0.5409,-5.03481,0.412943,10.066,5.51288,0.104683,0.1536,,,,,,
390,RbSnBr2.625Cl0.375,2x2x2,5.82543,Direct,0.578,0.578,-6.10336,-0.0499802,7.77583,5.38164,0.103409,0.168577,5.93109,Direct,1.4467,1.4467,-6.36258,0.0449205
391,RbSnI1.5Br1.5,2x2x2,6.0704,Direct,0.456,0.4565,-5.1823,1.1737,10.5225,5.46754,0.0797325,0.112143,6.28781,Indirect,3.4711,3.5001,-5.56942,1.14058
392,MASnI1.875Br1.125,2x2x2,6.32749,Direct,1.1,1.1004,-5.22432,-0.139822,5.9334,5.35598,0.201139,0.320041,6.60549,Indirect,3.3556,3.4004,-5.68951,0.135494
393,FACaBr0.375Cl2.625,2x2x2,5.81534,Direct,4.227,4.2271,-10.8816,-0.749772,2.9029,3.33642,0.0,0.0,5.78166,Direct,5.7001,5.7001,-11.7102,-0.863936
394,FAGeI1.875Br1.125,2x2x2,6.39709,Direct,1.915,1.9159,-4.73288,-0.702632,4.40297,5.07778,0.137729,0.243629,6.53082,Indirect,3.2762,3.3088,-5.1276,-0.766351
395,KBaBr2.625Cl0.375,2x2x2,6.29772,Direct,3.549,3.5498,-9.59697,1.11865,2.74383,3.75734,0.00153858,0.0106677,,,,,,
396,RbSnBr1.125Cl1.875,2x2x2,5.69692,Direct,0.707,0.7071,-6.61405,-0.0551777,6.5389,5.32421,0.128729,0.227184,,,,,,
397,KCaBr1.5Cl1.5,2x2x2,5.56886,Direct,4.156,4.1574,-10.2489,1.40158,2.95923,3.33994,0.0,2.94187e-07,,,,,,
398,RbCaBr0.375Cl2.625,2x2x2,5.47075,Direct,4.646,4.6464,-11.0317,-0.0870827,2.8806,3.19215,0.0,0.0,,,,,,
399,KGeI2.25Br0.75,2x2x2,5.85107,Direct,0.491,0.4912,-4.07205,2.14945,12.6821,5.59377,0.101593,0.130448,,,,,,
400,CsSnI2.25Br0.75,2x2x2,6.19262,Direct,0.463,0.4632,-5.11514,-0.135141,10.4175,5.48746,0.0841049,0.115746,6.29103,Direct,1.0902,1.0902,-5.37632,-0.0388232
401,MASrBr1.875Cl1.125,2x2x2,5.98333,Direct,4.464,4.4647,-10.5387,0.0143768,2.8938,3.25749,0.0,0.0,,,,,,
402,RbSrBr0.375Cl2.625,2x2x2,5.74426,Direct,4.352,4.3523,-11.0342,0.189465,2.6897,3.17783,0.0,0.0,,,,,,
403,KPbI2.25Br0.75,2x2x2,6.26199,Direct,1.44,1.4401,-4.89227,2.32423,5.7609,5.40484,0.196008,0.322794,,,,,,
404,CsGeBr0.75Cl2.25,2x2x2,5.41231,Direct,0.93,0.9304,-6.40492,0.890831,6.6898,5.36193,0.167892,0.296332,,,,,,
405,MASnBr2.25Cl0.75,2x2x2,6.05826,Direct,1.724,1.7246,-6.4032,-0.208451,4.467,5.18175,0.16733,0.281787,6.26492,Indirect,4.0157,4.017,-6.84531,-0.202815
406,FACaI1.875Br1.125,2x2x2,6.23336,Indirect,3.509,3.5122,-8.52416,-0.423164,3.55043,4.11422,0.00335701,0.0122627,,,,,,
407,KSrBr1.5Cl1.5,2x2x2,5.84823,Direct,3.93,3.931,-10.256,1.68845,2.75503,3.40751,4.90479e-05,0.000586056,5.83711,Direct,5.107,5.1079,-11.0068,1.71823
408,MASnBr0.375Cl2.625,2x2x2,5.88175,Direct,2.114,2.1146,-7.07465,-0.248026,3.93733,5.04422,0.108549,0.201699,6.08797,Direct,4.3634,4.3634,-7.42408,-0.300327
409,KCaBr1.875Cl1.125,2x2x2,5.62026,Direct,4.016,4.0165,-10.0625,1.09914,2.99087,3.39575,9.68044e-06,0.000110601,,,,,,
410,MACaI1.125Br1.875,2x2x2,6.0484,Direct,3.931,3.9319,-9.01003,0.0692232,3.36463,3.6821,9.58215e-05,0.000586056,,,,,,
411,MASrBr2.625Cl0.375,2x2x2,6.06009,Indirect,4.271,4.2723,-10.2137,-0.00329095,2.94603,3.31731,0.0,0.0,,,,,,
412,KSrI1.5Br1.5,2x2x2,6.22866,Direct,3.285,3.2866,-8.57153,1.73647,3.13347,3.94265,0.00382697,0.0231771,6.22866,Indirect,4.2801,4.2813,-9.43169,1.76331
413,MABaI1.125Br1.875,2x2x2,6.5605,Direct,3.776,3.7772,-9.43678,0.15422,2.997,3.60948,0.000359512,0.00320292,6.45567,Indirect,4.8506,4.8528,-10.5081,0.30311
414,MABaBr1.125Cl1.875,2x2x2,6.18065,Direct,4.574,4.5746,-10.9058,0.207816,2.74853,3.22595,0.0,0.0,,,,,,
415,MABaI0.375Br2.625,2x2x2,6.42134,Indirect,3.935,3.9364,-9.91703,0.121971,2.9294,3.49129,6.24493e-05,0.000586056,,,,,,
416,KPbBr1.125Cl1.875,2x2x2,5.78619,Direct,1.885,1.8856,-6.73603,1.83384,4.19587,5.06534,0.119497,0.249456,,,,,,
417,KGeBr1.5Cl1.5,2x2x2,5.4086,Direct,0.696,0.696,-5.76648,1.23202,8.0632,5.41965,0.136772,0.223136,,,,,,
418,KBaI0.75Br2.25,2x2x2,6.45454,Direct,3.322,3.3228,-8.96273,1.42977,2.87843,3.93954,0.00386217,0.0213919,,,,,,
419,MASnI2.625Br0.375,2x2x2,6.40158,Direct,1.027,1.0275,-4.87102,-0.129524,6.428,5.40044,0.200946,0.30728,6.67253,Direct,3.1136,3.1136,-5.24126,0.333736
420,KSnBr1.125Cl1.875,2x2x2,5.67941,Direct,0.668,0.6683,-6.3904,1.71597,6.71237,5.33026,0.121271,0.208984,,,,,,
421,FAPbBr2.625Cl0.375,2x2x2,6.07779,Direct,2.231,2.2314,-6.75584,-0.934216,4.4138,5.11452,0.102286,0.177334,6.18143,Indirect,3.8532,3.8931,-7.22747,-0.788724
422,FASrI1.5Br1.5,2x2x2,6.3623,Direct,3.528,3.5282,-9.18057,-0.631565,3.27053,3.82528,0.00200588,0.0114899,,,,,,
423,FASrBr0.375Cl2.625,2x2x2,5.89174,Direct,4.309,4.3092,-11.2979,-0.887026,2.87377,3.27266,0.0,0.0,5.86091,Direct,5.8959,5.8959,-12.0766,-0.915355
424,FASrBr0.75Cl2.25,2x2x2,5.92342,Direct,4.285,4.2855,-11.115,-0.854244,2.9078,3.30674,0.0,0.0,,,,,,
425,FASnBr1.875Cl1.125,2x2x2,6.24579,Indirect,2.221,2.2261,-6.61553,-1.03715,3.73753,4.95348,0.0988577,0.177673,6.36575,Indirect,3.9045,3.9334,-7.04132,-1.07632
426,FAGeBr1.5Cl1.5,2x2x2,6.16152,Direct,2.682,2.6827,-6.21187,-1.19737,3.411,4.73428,0.0504234,0.0909806,,,,,,
427,FACaI1.5Br1.5,2x2x2,6.15858,Direct,3.54,3.5408,-8.82914,-0.539138,3.51343,4.01803,0.00255089,0.0110538,6.13463,Direct,4.8798,4.8798,-9.80155,-0.606552
428,FABaBr1.875Cl1.125,2x2x2,6.29345,Direct,4.02,4.0201,-10.6754,-0.644755,2.8955,3.46623,1.10054e-05,9.37041e-05,6.26621,Direct,5.5089,5.5089,-11.6443,-0.673089
429,FASnBr0.75Cl2.25,2x2x2,6.16439,Direct,2.584,2.5858,-6.99374,-1.09999,3.47673,4.82942,0.0548007,0.108391,6.24473,Direct,3.8822,3.8822,-7.35203,-1.16203
430,FACaI0.375Br2.625,2x2x2,6.05772,Direct,3.65,3.6501,-9.47752,-0.620516,3.25357,3.71302,0.00102747,0.0071463,,,,,,
431,FASnBr1.125Cl1.875,2x2x2,6.22976,Direct,2.582,2.5826,-6.86512,-1.0765,3.4948,4.85975,0.0634295,0.10949,,,,,,
432,FASnI2.25Br0.75,2x2x2,6.44546,Direct,1.528,1.5283,-5.18541,-0.793907,5.22017,5.27664,0.199474,0.312496,,,,,,
433,FAPbBr0.375Cl2.625,2x2x2,5.89698,Direct,2.637,2.6371,-7.54252,-1.07515,3.8852,4.8436,0.0495096,0.0992209,5.98193,Indirect,4.1289,4.1561,-7.94895,-1.0377
434,FABaI2.625Br0.375,2x2x2,6.77002,Direct,3.391,3.3915,-8.72116,-0.521406,3.26923,3.9715,0.00363028,0.0174789,6.73302,Direct,4.7594,4.7594,-9.75424,-0.541745
435,MAPbBr0.75Cl2.25,2x2x2,5.87087,Direct,2.298,2.2988,-7.31993,-0.153677,3.9851,4.96108,0.0783177,0.163648,,,,,,
436,MAPbI1.5Br1.5,2x2x2,6.24891,Direct,1.893,1.8938,-5.7851,-0.0381034,5.04123,5.29965,0.156752,0.247945,6.30742,Indirect,3.2688,3.3437,-6.39714,0.222864
437,MAPbBr1.5Cl1.5,2x2x2,5.93314,Indirect,2.262,2.2643,-7.06749,-0.158989,4.11217,5.01505,0.0842336,0.170334,,,,,,
438,MAPbBr2.25Cl0.75,2x2x2,6.00534,Direct,2.094,2.0946,-6.79674,-0.145994,4.31953,5.10883,0.109096,0.205234,6.10005,Indirect,3.641,3.6745,-7.22743,0.0425658
439,MAPbI2.25Br0.75,2x2x2,6.34773,Direct,1.829,1.8293,-5.41657,0.00742993,5.31643,5.34737,0.177945,0.261808,,,,,,
440,MAPbI0.75Br2.25,2x2x2,6.15073,Direct,1.982,1.9825,-6.15282,-0.0828232,4.78167,5.23842,0.143035,0.229253,,,,,,
441,K0.625Rb0.25Cs0.125SnBr3,2x2x2,5.8545,Direct,0.57,0.5702,-5.87484,0.0511591,8.27653,5.3965,0.101977,0.165548,,,,,,
442,K0.125Rb0.375Cs0.5SnCl3,2x2x2,5.60296,Direct,0.958,0.9585,-7.14438,0.962745,5.56913,5.27532,0.156161,0.301338,,,,,,
